Category,Question,Image url,AnswerA,AnswerB,AnswerC,AnswerD,AnswerE,Correct Answer,Correct Letter,Claude-3.5-Sonnet,GPT-4o,Gemini-2.0-Flash
Anatomia,Quale delle seguenti strutture corrisponde all'arteria vertebrale?,https://compitoinclasse.org/simulatori/IMGmir/1180-dom.jpg,1,2,3,4,,3,C,C,C,C
Anatomia,Dove si trova l'arteria basilare?,https://compitoinclasse.org/simulatori/IMGmir/2-dom.jpg,1,2,3,4,,2,B,B,B,B
Anatomia,Con quale delle strutture indicate nell'immagine contattare direttamente l'acquedotto di Silvio?,https://compitoinclasse.org/simulatori/IMGmir/234-dom.jpg,1,2,3,4,,2,B,B,B,B
Chirurgia vascolare,"Donna di 51 anni con una storia di fumo attivo, obesità e stile di vita sedentario. Si è riferito alle gambe al vagabondaggio con una sensazione di pesantezza. Per 3 settimane, è stato associato a freddo, dolore muscolare e parstesia sulla pianta dei piedi e delle caviglie che lo costringe a fermarsi dopo aver viaggiato per alcuni metri. Nello studio viene effettuato un angotc addominale e MMII (immagine). Seguendo questi risultati, quale delle arterie non è influenzata?",https://compitoinclasse.org/simulatori/IMGmir/1381-dom.jpg,Arteria tibiale posteriore destra.,Arteria tibiale anteriore sinistra.,Sinistra Arteria di Peronea.,Arteria poplitea giusta.,,Arteria poplitea giusta.,D,D,D,D
Chirurgia vascolare,L'immagine di TC senza somministrazione di contrasto è caratteristica di:,https://compitoinclasse.org/simulatori/IMGmir/1389-dom.jpg,Ematoma intramurale aortico.,Trombosi a muro aortico.,Tipo di dissezione aortica B.,Ulcera penetrante aortica.,,Ematoma intramurale aortico.,A,A,A,A
Chirurgia vascolare,In questo paziente quale dovrebbe essere il trattamento iniziale?,https://compitoinclasse.org/simulatori/IMGmir/473-dom.jpg,Eseguire l'angiografia diagnostica più una fibrinolisi associata.,"Modifica fattori di rischio vascolare, esercizio fisico e cure mediche.",Chirurgia di rivascolarizzazione attraverso il bypass o mediante chirurgia endovascolare.,Eseguire un'imblettomia urgente.,Trattamento analgesico e ridurre l'esercizio fisico fino a quando i sintomi migliorano.,"Modifica fattori di rischio vascolare, esercizio fisico e cure mediche.",B,B,B,B
Chirurgia vascolare,"Uomo di 62 anni, fumatore di 20 sigarette al giorno per 30 anni e ipertensivo, che va alla consultazione per presentare dolore quando si cammina nell'area glutea che inizia a una distanza di 300 metri e che scompare con il resto a 5 minuti . Viene eseguito un indice di caviglia/braccio la cui immagine è allegata. Qual è la diagnosi?",https://compitoinclasse.org/simulatori/IMGmir/472-dom.jpg,Ischemia critica dell'arto in basso a destra.,Ischemia acuta per embolia arteriosa.,Ischemia cronica mediante occlusione iliaca sinistra.,Sindrome di Leriche mediante occlusione iliaca bilaterale.,Radicolopatia,Ischemia cronica mediante occlusione iliaca sinistra.,C,B,C,B
Chirurgia vascolare,Sottolineare quale tipo di classificazione Bakey potrebbe essere inclusa la patologia mostrata nell'Imimagen:,https://compitoinclasse.org/simulatori/IMGmir/242-dom.jpg,Tipo I.,Tipo II.,Tipo III.,"Per classificarlo, la zona di rientro distale deve essere apprezzata alla luce dell'aorta, che non è visualizzata nell'immagine.",,Tipo III.,C,C,C,B
Chirurgia vascolare,Uomo di 52 anni che consulta un dolori al centro straziante di 30 minuti. L'esplorazione è irrequieta e sudata. La tensione del sangue è 190/110 mmHg in entrambe le braccia. All'auscultazione non ci sono colpi cardiaci o rales crepituranti. L'elettrocardiogramma è nel ritmo del seno a 90 battiti al minuto senza alterazioni della ripolarizzazione. Nell'angio toracico si osserva l'immagine che è attaccata. Qual è la diagnosi più probabile?:,https://compitoinclasse.org/simulatori/IMGmir/2400-dom.jpg,Ematoma intramurale,Ulcera arteriosclerotica penetrante,Pseudoaneurismo dell'aorta,Dissezione di tipo A di tipo A Stanford,,Dissezione di tipo A di tipo A Stanford,D,A,A,A
Immunologia,"Paziente di 25 anni con crisi epilettiche per 1 anno, nel trattamento con carbamazepina e fenitoina, che a causa della mancanza di risposta è stato cambiato due settimane fa in lamotrigina. Consultazione per le lesioni cutanee che sono iniziate 24 ore fa con edema facciale e che sono state successivamente generalizzate sotto forma di erita eritematosa vulopapolare. Presenta cattive condizioni generali, poliadenopatie e febbre di 38,5 ° C. Nell'analisi, ha ottenuto 230 U/L, GPT 253 U/L, GGT 145 U/L ed eosinofilia 1200/µl. La diagnosi più probabile è:",https://compitoinclasse.org/simulatori/IMGmir/1610-dom.jpg,Morbillo.,Sindrome del vestito.,Sindrome di Stevens Johnson.,Angiedema.,,Sindrome del vestito.,B,B,B,B
Immunologia,"Donna di 47 anni con progressiva debolezza muscolare prossimale delle estremità superiori a 7 mesi di evoluzione. Nessuna storia familiare di interesse. Prendi il riso rosso per curare una dislipidemia. Esame fisico: resistenza in 3/5 psoas, quadricipiti 4/5 e deltoidi 4/5. CK di 3675 UI/L (normale <150 UI/L). È stata richiesta un'analisi immunitaria ed è stata praticata una biopsia nel muscolo deltoide destro (Figura). Segna l'opzione corretta:",https://compitoinclasse.org/simulatori/IMGmir/1797-dom.jpg,Analisi immunitaria: AC. Anti-CN1A positivo. Biopsia: infiltrato infiammatorio perivascolare e presenza di vacuoli riberati. Diagnosi: miosite con corpi di inclusione,Analisi immunitaria: AC. Gamma positiva TIF-1. Biopsia: infiltrato infiammatorio perivascolare e cellule ad anello. Diagnosi: dermatomiosite,Analisi immunitaria: AC. Antiocondriale positivo. Biopsia: necrosi coagulativa e rigenerazione delle fibre muscolari con basso infiltrato infiammatorio. Diagnosi: distrofia muscolare congenita di Ullrich,Analisi immunitaria: AC. Reduttasi positiva anti-HMG-CoA. Biopsia: necrosi coagulativa e rigenerazione delle fibre muscolari con basso infiltrato infiammatorio. Diagnosi: miopatia immunomeditata necrosante,,Analisi immunitaria: AC. Reduttasi positiva anti-HMG-CoA. Biopsia: necrosi coagulativa e rigenerazione delle fibre muscolari con basso infiltrato infiammatorio. Diagnosi: miopatia immunomeditata necrosante,D,C,D,C
Immunologia,"La donna di 50 anni, senza una storia di interesse, che ha presentato lesioni dolorose in bocca per 3 mesi (lingua, palato, mucosa orale) che non sono migliorate nonostante abbiano eseguito più trattamenti topici. Le lesioni rendono difficile l'assunzione e si riferisce ad aver perso 7 kg di peso. Nelle ultime settimane hai apparso alcune lesioni al bagagliaio ed esplorazioni e diverse erosioni e alcune crosta. Quando si sfregano le erosioni, la pelle vicina viene facilmente distaccata. Quale dei seguenti risultati non troverebbe in questo paziente?:",https://compitoinclasse.org/simulatori/IMGmir/1609-dom.jpg,Depositi di IgG e C3 nella membrana basale.,IgG intercellulari e depositi C3.,Anticorpi contro Demogleína 1.,Anticorpi contro Demogleíne 3.,,Depositi di IgG e C3 nella membrana basale.,A,A,A,A
Genetica,"Partecipa al prossimo cariotipo, qual è la diagnosi più probabile?",https://compitoinclasse.org/simulatori/IMGmir/1408-dom.jpg,Sindrome di Down.,Sindrome di Klinefelter.,Sindrome di Cat Maullido.,Sindrome di Turner.,,Sindrome di Klinefelter.,B,B,B,B
Oncologia,"In riferimento al paziente del precedente caso clinico, indicare quale sia l'opzione terapeutica più appropriata per il trattamento sistemico del loro tumore:",https://compitoinclasse.org/simulatori/IMGmir/922-dom.jpg,Imatinib,Doxorubicina,Lapatinib,Bevacizumab,Cisplatino e paclitaxel,Imatinib,A,C,C,C
Oncologia,"Maschio di 13 anni in studio per tumore doloroso sul lato sinistro. Nel torace TC, è confermata una lesione nell'arco anteriore della 5a costola sinistra con impasto di tessuto molle e dati radiologici di aggressività. L'analisi non mostra alterazioni significative. Viene eseguita la biopsia ecologica, compatibile con un tumore costale maligno con profilo immunoistochimico congruente con il sarcoma Ewing. La scintigrafia delle ossa viene eseguita per lo studio di estensione la cui immagine è mostrata. Sottolineare l'affermazione corretta:",https://compitoinclasse.org/simulatori/IMGmir/2198-dom.jpg,È una normale gammografia ossea,"La gammografia ossea non è indicata nello studio di estensione, poiché il sarcoma Ewing non sviluppa metastasi ossee",C'è un coinvolgimento osseo metastatico diffuso,L'unica scoperta anormale è l'accumulo patologico della radio nel tumore costale noto,,L'unica scoperta anormale è l'accumulo patologico della radio nel tumore costale noto,D,C,C,C
Oncologia,"Uomo di 57 anni che va al servizio di emergenza per i capelli. In alta endoscopia, una massa con ulcerazione della superficie intestinale in vari punti è obiettiva nella seconda parte del duodeno. Nell'immagine radiologica della CT (immagine n. 2) un grande tumore dipendente dall'intestino tenue, eterogeneo, con aree di necrosi all'interno, con un diametro superiore a 13 cm. Allo stesso modo, si osservano più metastasi epatiche. Nella biopsia che viene assunta durante la gastroscopia, le cellule fusiformi con immunoistochimica positiva sono apprezzate per il CD117 (C-Kit). Qual è la diagnosi del paziente?",https://compitoinclasse.org/simulatori/IMGmir/921-dom.jpg,Innato dell'intestino Small Stadium IV.,Tumore neuroendocrino gastrointestinale (carcinoide).,Tumore Krukemberg.,Tumore allo stroma gastrointestinale (GIST).,Linfoma gastrico di tipo malt.,Tumore allo stroma gastrointestinale (GIST).,D,B,D,B
Oncologia,"Donna di 66 anni che va dal medico di famiglia per un aumento del perimetro addominale, amenorrea secondaria e costipazione. Alla palpazione rileva la presenza di tumore addominale-pélvica e si riferisce al paziente per la realizzazione di una TC addominale. Indica la risposta corretta:",https://compitoinclasse.org/simulatori/IMGmir/1405-dom.jpg,Solo la determinazione dei marcatori tumorali può definire la loro origine e le possibilità di malignità o benignità.,La presenza di ascite suggerisce una diffusione di un tumore di origine ovarica.,"Molto probabilmente, è un tumore di origine intestinale con carcinomatosi peritoneale.",L'immagine visualizzata corrisponde a un tumore mesenchimale senza definire chiaramente la sua dipendenza.,,La presenza di ascite suggerisce una diffusione di un tumore di origine ovarica.,B,C,C,C
Oncologia,"Donna di 60 anni, senza storia patologica di interesse, che va in ospedale per la pirosi. Durante il processo diagnostico, si osserva una lesione nodulare da 3 cm in un TC nodulare da 3 cm nella parete posteriore della regione cardica, quindi viene eseguita una resezione gastrica atipica. Sono mostrate due immagini, una macroscopica e un altro microscopico. La colorazione immunoistochimica della lesione è positiva per C-kit e Dog1 e negativa per citoqueratina, actina, cade a pezzi e S100. Qual è la diagnosi patologica della lesione gastrica?",https://compitoinclasse.org/simulatori/IMGmir/1792-dom.jpg,Leiomiosarcoma,Tumore dello stroma gastrointestinale,Schwannoma,Poco adenocarcinoma differenziato,,Tumore dello stroma gastrointestinale,B,A,B,A
Geriatria,"Donna di 85 anni, nel trattamento della rosuvastatina di dislipidemia, che nelle ultime 4 settimane presenta la febbre giornaliera (38-38,5 ° C), ben tollerata, senza brividi e senza sudorazione notturna e perdita di 3 kg di peso. Nell'esame fisico, l'ispessimento dell'arteria temporale sinistra si distingue. Analisi: PCR 12 mg/dl, emoglobina 9,5 g/dl. Radiografia del torace normale. Il risultato del PET/TC è mostrato nella figura. In questo contesto, qual è la risposta corretta?:",https://compitoinclasse.org/simulatori/IMGmir/1981-dom.jpg,La febbre o la febbre è un sintomo presente in meno del 10 % dei pazienti,"Quando viene diagnosticata la malattia, i risultati radiologici (come quelli osservati in questo PET/TC) sono presenti nel 50-70 % dei pazienti",La partecipazione ai risultati del PET/TC in questo paziente ha un'indicazione di un trattamento immediato con glucocorticoidi (20 mg/die) e tocizumab,PET/TC è la tecnica più specifica per stabilire la diagnosi,,"Quando viene diagnosticata la malattia, i risultati radiologici (come quelli osservati in questo PET/TC) sono presenti nel 50-70 % dei pazienti",B,D,D,D
Anestesia,"Uomo di 75 anni che va al dipartimento di emergenza per il dolore addominale e la febbre di evoluzione di 24 ore. All'esame fisico troviamo un paziente febbrile. Obnubilato, instabile emodinamicamente e con la pancia in tavola. È richiesto TC addominale che rivela pneumoperitoneo e contenuti abbondanti nella cavità peritoneale, viene deciso un trasferimento urgente in sala operatoria. Iniziamo la rianimazione con i fluidi e data la necessità di infusione vasoattiva, il residente procede alla canalizzazione del catetere venoso centrale, quando si osserva il colore del sangue mostra dubbi e richiede la realizzazione della gasometria. Risultati: pH 7,30; PO2 95 MMHG; PCO2 44 mmHg; HCO3 18 mmol/L; Quindi 2 95%. Indica la falsa risposta:",https://compitoinclasse.org/simulatori/IMGmir/1172-dom.jpg,L'immagine mostrata è stata ottenuta attraverso l'ecografia.,Una delle possibili complicanze di questa tecnica è la foratura dell'arteria carotide comune.,"Se atteriamo a valori gasometrici, la tecnica ha avuto successo.","Con questa tecnica, è stato mostrato il tasso di complicanze.",,"Se atteriamo a valori gasometrici, la tecnica ha avuto successo.",C,B,B,B
Emergenza,"La donna di 50 anni, ipertensiva, che va al pronto soccorso perché, essendo precedentemente bene, ha presentato un dolore molto intenso in una regione toracica interscapolare e in epigastrio, irradiato in una cintura. Non si riferisce a un'altra patologia associata. Prima del taglio sagittale con il contrasto TC che è attaccato, quale delle seguenti sospette diagnosi?:",https://compitoinclasse.org/simulatori/IMGmir/1802-dom.jpg,Dissezione aorta,Rottura dell'aorta,Ematoma intramurale dell'aorta,Ulcer aorta arteriosclare penetrante,,Dissezione aorta,A,A,B,A
Emergenza,"È la tua prima guardia come medico di emergenza in un UVI mobile e partecipi a un uomo di 50 anni che è appena crollato a terra bruscamente. Quando esplori il paziente, è incosciente e non respira. Hai dimostrato che non ha un impulso, quindi inizi a fare compressioni toraciche e ventilazioni a un ritmo 30: 2. Uno dei tuoi compagni di squadra di classe ha posto le lame del monitor-defibrillatore e sulla schermata del monitor appare l'immagine mostrata. Quale azione è la priorità in questo caso?",https://compitoinclasse.org/simulatori/IMGmir/1178-dom.jpg,Continua con il massaggio cardiaco e isola le vie aeree mediante intubazione orotracheale.,Ottieni accesso venoso per somministrare adrenalina.,Carica il defibrillatore e applica un download per continuare immediatamente con il massaggio cardiaco.,Avvicina al Centro di coordinamento di emergenza per inviarti aiuto.,,Carica il defibrillatore e applica un download per continuare immediatamente con il massaggio cardiaco.,C,A,A,A
Emergenza,Il paziente di 72 anni ha inviato al pronto soccorso dopo aver subito una sincope. Presenta ipotensione e dolore addominale con irradiazione lombare. Il TC addominale viene eseguito con contrasto endovenoso. Quale sarebbe la tua diagnosi e l'atteggiamento di seguire?:,https://compitoinclasse.org/simulatori/IMGmir/1616-dom.jpg,Ascesso a sinistra psoas. Avrebbe eseguito un trattamento sintomatico e lo avrebbe tenuto sotto osservazione in attesa di analisi e altri test complementari.,Aneurisma aorta addominale rotto. È un'emergenza e la prima opzione è il trattamento chirurgico o endovascolare.,Completerebbe lo studio con un'ecografia addominale per eseguire la diagnosi differenziale tra ascesso PSOAS e aorta aortica rotta.,Tumore ipervascolare di PSOA. Eseguirebbe una risonanza magnetica per una migliore caratterizzazione.,,Aneurisma aorta addominale rotto. È un'emergenza e la prima opzione è il trattamento chirurgico o endovascolare.,B,B,B,B
Emergenza,"Donna di 94 anni che va in emergenza a causa di un dolore addominale diffuso e intenso di 12 ore di evoluzione addominale. Tra il suo background c'è la cardiopatia ischemica cronica, la fibrillazione atriale persistente e la malattia renale cronica. Seguire i risultati della radiografia dell'addome indicano l'atteggiamento di seguire:",https://compitoinclasse.org/simulatori/IMGmir/1620-dom.jpg,"Ecografia urgente come test di screening iniziale, se è normale, sono necessari più studi radiologici.",Addome di Rypedestazione o sinistra il recumbenza laterale per valutare la presenza di gas ectopico.,Addominopélvico TC con contrasto endovenoso con il protocollo angio-TC per sospetta ischemia mesenterica.,Arteroografia per escludere l'occlusione acuta dell'arteria mesenterica.,,Addominopélvico TC con contrasto endovenoso con il protocollo angio-TC per sospetta ischemia mesenterica.,C,C,C,B
Emergenza,Qual è l'atteggiamento più ragionevole in questo momento?:,https://compitoinclasse.org/simulatori/IMGmir/715-dom.jpg,Rimuovi l'intero catetere e inseriscilo di nuovo.,Estrarre circa 10 cm il catetere e stabilire un trattamento tempestivo.,Canalizza un altro percorso venoso centrale per la giugulare.,Lascialo così com'è perché può essere utilizzato per monitorare la pressione venosa centrale.,Non possiamo usare il catetere perché ha perforato la vena e si trova nel polmone.,Estrarre circa 10 cm il catetere e stabilire un trattamento tempestivo.,B,B,B,C
